,full_text_with_emoji,label
142,බ්‍රිගේඩියර් ප්‍රියංකර ප්‍රනාන්දු වැරදිකරුවෙක් බව එංගලන්ත උසාවිය තීන්දුකරයි රටට ආදරේ මිත්‍රවරුනි අපි කලයුත්තේ කුමක්ද lka SriLanka httpstcoRDzxFOGrR3,0
143,"OfficialManitha 
අලුත් එකනන් පට්ට නියමයි
:red heart::red heart::red heart::red heart:",0
144,"ඇයි මේ හැමෝම මෙයාට බනින්නෙ :face with rolling eyes::face with rolling eyes:
මොකක්ද මේකෙ තියෙන වැරැද්ද :face with rolling eyes::face with rolling eyes:
ආතල් එකට මෙහෙම දෙයක් කරල followers ල ටිකක් වැඩි කරගත්තම මොකද:face with rolling eyes::face with rolling eyes:",0
145,අද තිබ්බ පේපර් එක පට්ට ලේසියි බන් නතින් කජු කනවා වගේ ලිව්වේඔක්කොම හරි කියලා ශුවර් මටනම්:smiling face with sunglasses::monkey:,0
146,"පළමු හාදුව
ඔබ සහ චූ
මම ඔබට මගේ සියලු ආදරය ලබා දෙමි
කිසියම් හේතුවක් නිසා මට කරුණාව දැනේ
ඔහ් ගොඩක්
පළමු හාදුව
ඔබ සහ චූ
මම ඔබට මගේ සියලු ආදරය ලබා දෙමි
මම කඳුළු සලන මිනිසෙක් වුවද",0
147,defyixviiithara naveemayantha බායි වේසි:middle finger::relieved face:,1
148,ushan93ukkun ලස්සනයි :heart on fire:,0
149,අම්ලා මහ කැරියා SLvSA Faf WCW19,1
150,SakunSD milzybud ඒක ඇත්ත ලක්මාල් එහෙම නියමෙට බෝල් කරා legth was so precise   ඒත් දිමුත් හැමදාම වගේ ඇල්මැරුණු attack එකක් කරේ එයාගෙ mindset එක තියෙන්නෙ defensive mode එකේ,0
151,මොනවා උනත් මෙමෙ හදන්න නම් ලංකාවේ තරම් දක්ෂ වෙන කට්ටියක් කොහෙවත් නැතුව ඇති httpstcoVkrqqAhXgu,0
152,"2020 වසරේ ලොව හොදම ගුරුවරයා 

පාසැල් ගමන අත්හැර යමින් සිටි සිසුවියන් උනන්දු කරමින් ඔවුන් පාසලට ගෙනවිත් අධ්‍යාපනය ලබාදෙමින් දුෂ්කර ගම්මානයක ළමා විවාහ අවම කරමින් දැඩි ගරුත්වයකින් ගුරු සේවයේ නිරත වන 32 හැවිරිදි රංජිත්සින් දෙසාලේ ට 2020 ජාත්‍යන්තර ගුරුවරයා සම්මානය  හිමි වී ඇත :backhand index pointing down::backhand index pointing down: httpstcopWM06YeY24",0
153,SedonaB ඔව් පෑන් එකෙන් බාගෙටත් වඩා එහා ගෙදරට දුන්න :beaming face with smiling eyes:,0
154,irajonline Uge ammage kali පකයා,1
155,"එකෙට්ට කොන්ඩම් දාල අතවර කරා කියල හෙන සිද්දියක් නේ:face with tears of joy:
ගිය පාරත් cutoff mark දැම්මමයි අලුත් batch ගන්න කාලෙයි ආවෙ කතා කරගන්ඩ බැරි උන්අත් කඩා ගත්ත උන් සතියයි දෙකයි හොයන්ඩත් නෑ සමහර ගුබ්බෑයං වලටත් කට්ටිය බඳව ගන්න කාලෙනෙකාරි නෑ කාරි නෑ :beaming face with smiling eyes::beaming face with smiling eyes:ආත්මයක් නැති පොන්නයො :cat with wry smile::cat with wry smile:",1
156," බැල්ලි ගිය උඩක් 
සොරි ඒ බැල්ලිව උඩින් තියන්නේ ට්‍රෙන්ඩ් කරන්නේ ඔබමයි",0
157,"පෝය දින නිමිතිකොට ගෙන හසලක අරම්පොල ගුරුවරයා විසින් සංග රත්නයට පවත්වනු ලබන නොමිලේ ඉංග්‍රීසි භෂා කතා පුහුනු වැඩ සටහන 

AOS 
Academy Of Spocken English httpstcoy5u2AhmJRd",0
158,වුනොත් නියමයි නේද මේකට සම්බන්ධ වුනු Dr lucy king Kylie Butler Chandima Fernando Ravi Corea Chinthaka Weerasinghe Zaineb Akbarally Jessica Van Fleteren Rebecca Sargent Robin Cook as well as to everyone from SLWCS Sarath Kumara Dananja Kumara Indika Sampath ට ස්තූතිය,0
159,"අපි ඉස්කෝලේ යන කාලේ අපිට සතුටු වෙන්න මෙහෙම නිවාඩු තිබුනේ නෑ තිබුන ලොකුම හේතුව තමා ඩබල් පීරියඩ් එකක උගන්නන ගුරුවරයා ඇවිල්ලා නැතිවෙන එක

ඒකට දැන් ඉන්න පොඩි උන්ට සතුටු වෙන්න හේතුම කීයක්නම්ද බෝම්බ කොරෝනා ගංවතුර නියඟ උල්කාපාතද ඩයිනසෝර්ලද නැති එකක් නෑ ඉතින් උන්ට නිවාඩු ගන්න :rolling on the floor laughing::man shrugging::flag: Sri Lanka:",0
160,ItzZena අනේ අපරාදේහයිකින්කෑම්පින් එහෙම කරන්න තියෙනවා නම් නියමයි නේ,0
161,"ඔයා ජපුරේ
මේ සුදු මහත්තයා කුඹුරේ :smiling face with tear:",0
162,BathiyaWeerase4 පයිය කෙලින් වෙනවද පකයගෙ අරින්ඩ,1
163,RakzzMaduOnline nipunad mysterytweep ආදරෙයි කෝලා බබි,0
164,GMNChamikara නියමයි :smiling face with heart-eyes::smiling face with heart-eyes::smiling face with heart-eyes:,0
165,Disapamok පල වේසි තෝ ඔහොම්මයි :face with tears of joy:,1
166,"sajithpremadasa GotabayaR ආවත් බක් බක් කියලා තමයි කියන්නේ කොහොමත්:face with hand over mouth::face with hand over mouth:
Sajith sir ඔයාගෙ වටිනා කාළය තමයි නාස්ති වෙන්නේ:face with hand over mouth::face with hand over mouth:
ඒත් මේ වගේ බය නැතුව face to face press conference එකට එන්න කියපු එක වටිනවා:victory hand: light skin tone::victory hand: light skin tone:
Thats why our motherland need u:flag: Sri Lanka::red heart:",0
167,"චීන්නු දස්සයෝ වගේම අපට හරි ආදරෙයි 
දැන් ලේසියිනෙ",0
168,"2009 මැයි 18 ඔයා කොහෙද හිටියේ මොනවද කලේ  
VictoryDaySL lka",0
169,nipunad jimpapz තෝ පල කාලකණ්ණියා,1
170,ඉස්සෙල්ල ‌මේක කියවන්න GotabayaR ‌මේ තමයි ඔබේ මිනිසා ජාතිවාදය පතුරුවන හැටි httpstcosfrGONshhB,0
171,කැරි ජෙරියා කීවත් එකයි ජෙරි කැරියා කීවත් එකයි,1
172,IshankaJayasin1 චන්ද්‍රිකා පාන් 350ට දෙනව කිව්වම කට්ටිය චන්දෙ දුන්නෙ උඩින් මොකද ප්‍රේමදාසගෙ භීෂනේ  ඉවර කරල රට හදන්න අන්තිමට අපිට පාන් කවල ගෑණි පිබිඑක්ක එකතුවෙලා රට කාගෙන කාගෙන ගියාඒ පිබී නීතියෙන්ම ගෙදර යැව්වම මහින්ද නීතිය නවල ආපහු ගෙනත් ඉන්දෙව්වදැන් ඔය යස එකට ආපහු කන්නෙ,0
173,වඳ නන්නයා උඹ වගේ ෆේක් බඩ්ඩක් එක්ක හැප්පුණා කියලා මට කිසි වැඩක් නෑ වරෙන් රියල් එකෙන්,1
174,ExcuzeMiii තාමත් ට්‍රැක් එකක් දැක්කම ඇඟේ හිරිගඩු පිපෙනවා අනේ මට මූණූ ටිකවත් බලාගන්න පුලුවන් වෙන්න කියලා ප්‍රාර්ථනා කරන්න :folded hands:,0
175,"පොන්න හුකන්නො
ගස් පොන්නයෝ

අද දවසට ටිල්සියගෙ සුකියගේ ට්වීට්ස් දැකල මම ඉගෙන ගත්ත නරක වචන ම්ම්ම්",1
176,noodles1191 බුෂ් වේසි,1
177,jERRA හරි හරි ලස්සනයි ඈ :oncoming fist: light skin tone::cherry blossom:,0
178,"GeethR GMNChamikara ඒසර් එකක් තියනවා මගෙ aspire 5
දැන් යූස් කරන්නෙ විවෝ බුක් එකක් ගන්න හොයන්නෙ msi එක මල්ලිට",0
